rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
7457,15598614,Lucchesi,790,Spain,Male,20,8,0,2,t,f,168152.76,f
7458,15668889,Galgano,665,Germany,Female,43,2,116322.27,4,t,f,35640.12,t
7459,15800049,Grigoryeva,728,Spain,Female,43,5,0,1,t,t,120088.17,f
7460,15583724,Raymond,645,Spain,Female,29,4,0,2,t,t,74346.11,f
7461,15622083,Paterson,647,Germany,Male,30,6,143138.91,2,t,f,2955.46,f
7462,15645571,Genovese,596,Spain,Male,32,4,0,2,f,t,146504.35,f
7463,15598266,Martin,610,France,Male,40,9,0,1,t,t,149602.54,f
7464,15667934,Moretti,512,France,Male,36,0,129804.17,1,t,f,53020.9,f
7465,15569682,Leckie,768,Germany,Male,37,9,108308.11,1,t,f,41788.25,t
7466,15772941,Lane,666,Germany,Male,30,3,110153.27,1,f,t,74849.46,f
7467,15586174,Brodney,700,Germany,Female,30,4,116377.48,1,t,t,134417.31,f
7468,15803682,Angelo,651,Germany,Female,37,10,117791.06,2,t,t,75837.58,f
7469,15627328,Millar,542,Spain,Female,26,2,0,2,t,t,54869.54,f
7470,15717065,Balashov,686,France,Female,35,8,105419.73,1,t,f,35356.46,f
7471,15602456,Afanasyev,850,Germany,Female,47,4,99219.47,2,t,t,122141.13,f
7472,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,f,t,119439.66,f
7473,15573798,Yermolayev,448,France,Female,36,6,83947.12,2,t,f,81999.53,f
7474,15638272,Tien,609,Spain,Male,32,4,99883.16,1,t,t,120594.85,f
7475,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,t,f,120770.75,t
7476,15599152,Lai,698,France,Male,31,1,156111.24,1,f,f,134790.74,f
7477,15737909,Bates,759,France,Male,44,2,111095.58,2,t,f,100137.7,f
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,f,f,158325.87,t
7479,15711249,Chukwuemeka,544,Spain,Male,22,4,0,2,t,f,70007.67,f
7480,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,t,f,88659.07,f
7481,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,f,f,190889.13,f
7482,15778589,Collier,626,France,Male,34,7,113014.7,2,t,t,56646.28,f
7483,15750104,Chan,718,Germany,Male,43,5,132615.73,2,t,f,32999.1,f
7484,15784526,Chen,616,France,Male,44,5,102016.38,1,f,t,178235.37,t
7485,15646563,Wright,772,France,Female,35,9,0,1,f,t,25448.31,f
7486,15744423,Cocci,561,France,Male,32,5,0,2,t,f,84871.99,f
7487,15593694,Williams,814,France,Male,49,8,0,2,f,f,157822.54,f
7488,15785367,McGuffog,651,France,Female,56,4,0,1,f,f,84383.22,t
7489,15687765,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,t,f,119216.46,f
7490,15789014,Scott,600,France,Female,26,6,108909.12,1,t,f,82547.01,f
7491,15703177,Bell,654,France,Female,35,2,90865.8,1,t,t,86764.46,f
7492,15660263,Olisaemeka,622,France,Male,40,4,99799.76,2,t,f,197372.13,f
7493,15776545,Napolitani,682,France,Male,28,10,200724.96,1,f,t,82872.64,t
7494,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,t,t,129563.86,f
7495,15599272,Harrington,795,France,Female,36,1,151844.64,1,t,t,135388.89,f
7496,15589541,Sutherland,557,France,Female,27,2,0,2,f,t,4497.55,f
7497,15608804,Allan,824,Germany,Male,49,8,133231.48,1,t,t,67885.37,f
7498,15645820,Folliero,698,France,Male,27,7,0,2,t,f,111471.55,f
7499,15659031,Mordvinova,630,France,Female,36,8,126598.99,2,t,t,134407.93,f
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,t,f,108258.22,t
7501,15652289,Williams,694,France,Male,47,4,0,2,t,f,197528.62,f
7502,15605341,Baird,681,France,Female,58,8,93173.88,1,t,t,139761.25,f
7503,15697844,Whitehouse,721,Spain,Female,32,10,0,1,t,f,136119.96,t
7504,15652048,Thompson,563,Germany,Male,44,7,105007.31,2,t,t,197812.16,f
7505,15587038,Ogochukwu,654,Spain,Female,32,2,0,1,t,t,51972.92,t
7506,15660528,Niu,659,Spain,Male,27,4,0,2,t,f,99341.87,f
7507,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,f,t,171345.02,t
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,t,f,119056.68,t
7509,15580366,Okechukwu,566,Germany,Male,54,4,118614.6,2,t,t,172601.62,f
7510,15657228,Anderson,545,Germany,Male,37,9,95829.13,2,f,t,104936.88,f
7511,15729377,Ku,798,France,Male,36,1,0,2,t,t,159044.1,f
7512,15686913,Kung,757,France,Male,38,0,0,1,t,f,83263.06,f
7513,15631267,Lu,641,France,Male,50,6,153590.73,2,t,t,130910.78,f
7514,15632275,Trevisano,718,France,Male,29,2,0,1,t,f,126336.72,f
7515,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,t,f,27980.8,t
7516,15764841,Vidler,623,France,Female,35,0,130557.24,1,t,t,47880.71,f
7517,15748649,Shen,644,France,Male,40,8,93183.19,1,t,f,73882.49,f
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,t,f,162960.05,t
7519,15779207,Nnamdi,500,Germany,Male,30,2,125495.64,2,t,t,68807.47,f
7520,15814116,Castiglione,583,France,Female,42,7,0,2,t,f,144039.05,f
7521,15665087,Bergamaschi,595,Germany,Female,26,8,118547.72,1,t,t,151192.18,f
7522,15611189,Allingham,670,Spain,Male,43,1,97792.21,1,f,f,120225.62,f
7523,15729718,Stelzer,610,France,Male,41,6,0,3,f,f,56118.81,t
7524,15733602,Rubin,814,Spain,Female,72,2,0,2,f,t,130853.03,f
7525,15620103,Ho,660,France,Female,40,8,167181.01,1,t,t,185156.94,f
7526,15770406,Watson,580,Germany,Male,35,9,121355.19,1,f,t,35671.45,f
7527,15800554,Perry,850,France,Female,81,1,0,2,t,t,59568.24,f
7528,15611409,Sun,676,Spain,Male,35,0,0,2,f,f,139911.58,f
7529,15646535,Harrell,578,France,Male,46,5,113226.47,1,t,f,56770.76,f
7530,15575430,Robson,579,France,Female,33,1,118392.75,1,t,t,157564.75,f
7531,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,f,t,131473.31,f
7532,15642063,Kelechi,692,France,Male,40,6,163505.16,1,f,f,90424.09,f
7533,15706602,Bates,760,Spain,Female,33,1,118114.28,2,f,t,156660.21,f
7534,15592773,Eberegbulam,630,Germany,Female,51,0,108449.23,3,f,f,88372.69,t
7535,15786539,Olisaemeka,808,France,Male,32,1,0,2,t,t,46200.71,f
7536,15737542,Davey,611,Germany,Female,36,10,103294.56,1,t,f,160548.12,f
7537,15590234,De Luca,697,France,Female,42,1,0,1,t,f,1262.83,t
7538,15773776,Ho,655,France,Female,38,6,0,1,t,t,188639.28,f
7539,15728082,Vasiliev,601,Spain,Male,28,6,0,2,t,f,14665.28,f
7540,15609987,Smith,755,France,Male,42,2,119919.12,1,t,f,156868.21,f
7541,15735330,Sung,553,France,Male,37,1,0,1,t,f,30461.55,f
7542,15649430,White,723,France,Male,28,4,0,2,t,t,123885.88,f
7543,15768777,Wang,507,Spain,Female,34,4,0,2,t,t,60688.38,f
7544,15777893,Davide,777,France,Male,43,1,0,2,t,f,21785.91,f
7545,15791326,Nnamdi,566,France,Male,34,3,0,1,f,f,188135.69,f
7546,15615176,Welsh,732,France,Male,26,7,0,2,t,f,154364.66,f
7547,15735221,Sousa,697,France,Female,42,10,0,2,t,f,61312.15,f
7548,15617991,Andrews,555,France,Male,29,4,128744.04,1,t,t,47454.93,f
7549,15658504,Chiawuotu,584,Germany,Female,62,9,137727.34,2,f,t,121102.9,f
7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,t,f,137419.87,t
7551,15801817,Carpenter,688,France,Female,38,7,123544.21,1,t,t,157664.02,f
7552,15752578,Yefimova,626,France,Female,37,2,133968.96,2,t,f,148689.65,f
7553,15781574,Ma,636,Spain,Male,76,9,126534.6,1,t,t,39789.62,f
7554,15792107,Black,719,Spain,Female,35,8,0,1,t,t,165162.4,f
7555,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,f,f,137674.55,t
7556,15721504,King,731,Spain,Male,41,3,0,2,t,f,101371.72,f
7557,15757306,Miller,738,Spain,Male,49,3,0,3,t,t,65066.48,t
7558,15647295,Chin,426,France,Male,34,9,0,2,t,f,107876.91,f
7559,15642098,Cox,622,Spain,Female,36,0,108960,2,t,f,111180.3,t
7560,15696120,Wallace,701,Spain,Female,30,2,0,2,t,f,115650.63,f
7561,15675176,Price,512,France,Male,51,6,144953.31,1,t,t,165035.17,f
7562,15700046,Yuan,635,France,Male,41,4,103544.88,2,t,f,193746.55,f
7563,15782089,Mullen,685,France,Male,33,6,0,1,t,f,58458.26,f
7564,15706394,Howell,609,France,Male,53,7,0,2,f,t,52332.85,f
7565,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,t,t,75959.1,t
7566,15623369,Clifton,708,France,Male,52,10,105355.81,1,t,f,123.07,t
7567,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,t,f,167066.95,t
7568,15750545,Chidiebere,629,France,Male,44,5,0,4,f,f,117572.59,t
7569,15809909,Fan,422,Spain,Female,54,4,0,2,t,t,7166.71,f
7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,t,t,137173.39,f
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,t,f,116442.42,t
7572,15768342,Bolton,718,France,Male,52,8,79475.3,3,t,t,32421.32,t
7573,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,f,t,104665.79,f
7574,15674750,Alexeyeva,481,Spain,Female,37,8,0,2,t,f,44215.86,f
7575,15778345,Stevens,749,France,Female,33,1,74385.98,1,t,f,20164.47,f
7576,15687634,Glover,561,Germany,Male,49,5,94754,1,t,t,26691.31,f
7577,15666096,Ibekwe,676,Spain,Male,27,4,0,1,f,t,107955.67,f
7578,15581700,Paterson,615,Germany,Male,43,3,86920.86,1,t,t,150048.37,f
7579,15656417,Marsh,582,France,Female,39,1,132077.48,2,t,f,192255.15,f
7580,15649101,Reeves,601,France,Male,40,10,127847.86,1,f,f,173245.68,f
7581,15781975,Rees,708,France,Male,34,3,0,1,f,t,121457.88,t
7582,15700511,Hanson,708,Germany,Male,42,9,176702.36,2,t,t,104804.74,f
7583,15770255,Onwughara,797,Germany,Female,33,10,83555.58,1,f,f,69767.14,f
7584,15643574,Odinakachukwu,682,France,Male,26,8,0,2,t,f,178373.43,f
7585,15595010,Huang,694,Spain,Female,39,9,0,2,f,f,99924.04,f
7586,15580579,Trevisani,490,France,Female,40,1,0,1,t,t,49594.19,t
7587,15748532,Dale,828,Spain,Male,42,10,0,1,t,t,186071.14,f
7588,15773789,Pavlova,594,Spain,Female,38,7,96858.35,1,t,f,77511.45,f
7589,15600027,Meng,579,Spain,Male,33,1,0,2,t,t,54816.57,f
7590,15620832,Dean,723,France,Female,35,0,0,2,f,t,61290.99,f
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,t,t,191821.35,t
7592,15748691,Lung,794,Spain,Female,30,1,154970.54,1,f,t,156768.45,f
7593,15583552,Donaldson,674,Germany,Male,44,3,88902.21,1,t,f,73731.32,f
7594,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,t,f,122190.22,f
7595,15713250,Izmailova,502,France,Male,33,8,0,2,t,t,123509.01,f
7596,15569595,Walker,678,France,Female,50,6,0,1,t,f,8199.5,f
7597,15794868,Nnonso,599,Germany,Male,40,10,137456.28,2,t,t,14113.11,f
7598,15576680,Stevenson,736,France,Male,29,4,0,2,f,f,51705.01,f
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,t,f,161937.62,t
7600,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,t,f,120892.96,t
7601,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,t,t,65035.02,f
7602,15693382,Muir,828,France,Male,31,9,0,1,f,t,164257.37,f
7603,15791769,Gardener,691,France,Female,29,9,116536.43,1,t,f,51987.99,f
7604,15712483,Chidi,608,Spain,Female,28,4,0,2,t,f,10899.63,t
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,t,f,177355.8,t
7606,15710138,Sun,718,Spain,Male,39,6,0,2,f,t,63889.1,f
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,t,t,176433.6,f
7608,15638751,Ashton,838,Spain,Female,41,5,0,2,t,f,81313.51,f
7609,15598574,Uwakwe,695,Spain,Female,31,5,0,2,f,t,13998.88,f
7610,15796787,Vassiliev,681,France,Male,46,0,105969.42,1,t,f,5771.56,f
7611,15615670,Kazakova,762,France,Male,36,5,119547.46,1,t,t,42693.65,f
7612,15705506,Perry,751,Spain,Male,38,7,0,2,f,f,90839.61,f
7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,t,t,54144.01,f
7614,15768449,Ricci,634,France,Female,37,7,51582.5,2,t,t,184312.88,f
7615,15725002,Smith,749,France,Male,37,7,0,2,t,f,20306.79,f
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,t,t,128256.18,f
7617,15749964,Jones,610,France,Female,27,4,87262.4,2,t,f,182720.07,f
7618,15678779,Quezada,502,France,Male,33,7,0,2,f,t,4082.52,f
7619,15752601,McCulloch,578,France,Female,40,7,0,2,f,f,102233.73,f
7620,15758477,Tobeolisa,547,France,Female,32,2,0,2,t,f,132002.83,f
7621,15629133,Black,579,France,Female,27,9,0,2,t,f,126838.7,f
7622,15604963,Fraser,661,France,Male,39,5,0,2,f,f,181461.46,f
7623,15796413,Green,794,France,Male,46,6,0,2,t,f,195325.74,f
7624,15812470,Allan,719,France,Male,61,5,0,2,f,t,29132.43,f
7625,15587443,Akudinobi,728,France,Female,69,1,0,2,t,t,131804.86,f
7626,15689692,Walker,598,Germany,Male,19,3,150348.37,1,t,t,173784.04,f
7627,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,t,f,26249.86,f
7628,15667588,Arcuri,670,Spain,Female,40,3,0,1,t,t,182650.15,f
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,t,f,196582.55,f
7630,15591107,Flemming,723,Germany,Female,-68,3,110357,1,f,f,141977.54,t
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,t,t,55313.51,f
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,t,t,62944.75,f
7633,15620570,Sinnett,736,France,Male,43,4,202443.47,1,t,f,72375.03,f
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,f,f,188324.01,t
7635,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,f,t,133403.07,f
7636,15702030,Azarov,516,France,Female,29,2,104982.57,1,t,f,157378.5,f
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,t,f,101240.08,t
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,t,t,102502.5,f
7639,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,t,t,37577.66,f
7640,15665590,Moore,541,France,Male,46,6,0,2,t,t,83456.67,f
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,t,f,199420.41,f
7642,15667460,Moore,797,France,Male,31,9,0,2,t,t,24748.89,f
7643,15654760,Su,811,France,Male,40,1,101514.89,1,t,t,121765,f
7644,15632669,Rees,722,Spain,Female,32,4,0,2,t,t,113666.48,f
7645,15613673,Lung,675,France,Male,28,9,0,1,t,f,134110.93,f
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,t,f,183095.87,f
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,t,t,159891.03,f
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,t,t,8316.19,f
7649,15665374,Dumolo,610,Spain,Female,31,5,0,2,f,f,63736.36,f
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,t,t,94715.24,f
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,t,f,68695.38,f
7652,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,f,f,36899.62,f
7653,15569394,Bailey,704,France,Male,24,2,148197.15,2,t,f,182775.08,f
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,f,f,62390.59,t
7655,15641007,Holden,614,France,Female,38,4,72594,1,t,t,76042.48,f
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,f,t,70956.75,f
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,t,t,67311.12,f
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,t,t,110454.46,f
7659,15666297,Abramova,706,Spain,Female,53,3,0,3,f,f,88479.02,t
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,t,t,122639.73,f
7661,15665014,Middleton,458,Spain,Male,36,5,0,2,t,f,79723.78,f
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,t,t,97677.52,t
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,t,t,100720.02,t
7664,15652667,Hampton,590,France,Male,39,9,0,2,t,t,104730.52,f
7665,15679622,Clayton,602,France,Male,35,8,0,1,t,t,22499.29,f
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,t,f,28257.89,f
7667,15813192,Chukwuemeka,494,France,Male,25,6,0,2,f,t,109988.09,f
7668,15606554,Douglas,797,France,Male,29,1,0,1,f,t,149991.32,f
7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,t,t,45180.8,f
7670,15672357,Sochima,631,Spain,Male,38,7,0,2,t,f,181605.85,f
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,t,t,126469.09,f
7672,15615296,Rice,405,France,Male,39,10,0,1,t,f,160810.85,t
7673,15699294,Pope,555,France,Male,30,1,0,2,f,f,88146.86,f
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,f,f,88333.74,f
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,t,f,90174.83,f
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,t,f,81298.09,f
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,f,t,60013.17,f
7678,15711977,Finch,695,France,Male,36,4,161533,1,t,f,100940.91,f
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,t,f,12599.94,t
7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,t,t,128590.73,f
7681,15665181,Chung,808,Spain,Male,25,7,0,2,f,t,23180.37,f
7682,15633608,Black,641,France,Male,33,2,146193.6,2,t,t,55796.83,t
7683,15805261,Balashov,700,Spain,Male,29,8,0,2,f,t,152097.02,f
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,f,t,162443.05,f
7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,t,t,55551.26,f
7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,t,t,109496.69,f
7687,15675450,Burt,718,France,Male,48,9,0,2,t,t,72105.63,f
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,t,t,41815.22,t
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,t,f,74005.04,t
7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,f,f,70224.34,f
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,f,f,145528.22,f
7692,15791045,Boni,568,France,Female,38,3,132951.92,1,f,t,124486.28,f
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,t,f,10078.02,f
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,f,f,164967.21,f
7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,t,t,91149.48,f
7696,15629985,Eidson,723,Germany,Female,47,10,90450,2,f,f,103379.31,t
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,t,t,128049.34,t
7698,15637315,Melvin,601,Spain,Female,41,3,0,2,t,f,54342.83,f
7699,15691513,Dawkins,592,France,Male,60,9,0,4,t,t,13614.01,t
7700,15622289,Rizzo,605,Spain,Female,36,9,0,2,f,t,35521.63,f
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,t,f,40496.72,f
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,f,f,91903.9,t
7703,15719931,Johnstone,850,France,Male,31,8,0,2,t,f,178667.7,f
7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,t,f,32202.61,f
7705,15796336,Chang,786,Spain,Female,34,9,0,2,t,f,117034.32,f
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,t,t,163746.09,t
7707,15742369,Rita,667,Spain,Male,31,5,0,2,t,t,20346.69,f
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,t,f,84710.65,f
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,f,t,120531.31,f
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,t,t,152273.57,f
7711,15754168,McIntosh,506,France,Female,40,3,0,1,t,t,144345.58,f
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,t,t,96961,t
7713,15765048,Watt,545,France,Male,30,3,0,2,t,f,170307.43,f
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,t,f,29880.99,f
7715,15707559,Clark,682,France,Female,30,9,0,2,t,t,195104.91,f
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,t,f,187756.24,t
7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,f,t,67599.69,f
7718,15787196,T'ien,692,Spain,Male,46,2,0,2,t,t,105983.09,f
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,f,f,25980.42,t
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,t,t,112222.64,f
7721,15700693,Tu,693,France,Male,68,2,0,2,t,t,59864.96,f
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,t,f,42581.09,f
7723,15570086,Lynch,684,Germany,Male,18,9,90544,1,f,t,4777.23,f
7724,15794875,Hung,691,Spain,Male,35,6,0,2,f,t,178038.17,f
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,f,t,128521.16,t
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,f,f,109029.72,f
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,t,f,2267.88,f
7728,15612729,Chidiebere,681,France,Female,63,7,0,2,t,t,55054.48,f
7729,15637857,Woolacott,616,France,Female,31,8,0,1,f,t,76456.17,f
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,t,f,75478.95,t
7731,15593622,Service,635,France,Male,43,10,122198.21,2,f,t,179144.54,f
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,t,f,193471.74,t
7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,t,f,103570.8,f
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,f,f,102628.56,t
7735,15722473,Faulkner,713,France,Male,41,3,0,2,t,f,55772.04,f
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,t,t,192070.16,t
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,t,t,144808.37,f
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,t,f,5008.23,t
7739,15768746,McLean,561,France,Male,33,6,0,2,f,f,173680.39,f
7740,15689952,Zuyeva,724,Spain,Male,41,5,0,1,f,t,115753.94,f
7741,15725906,Hankinson,665,Spain,Female,51,8,0,1,t,t,38928.48,t
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,f,t,174381.23,f
7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,t,t,49829.8,f
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,t,t,76169.68,f
7745,15806822,Myers,739,France,Female,36,0,0,2,f,f,133465.57,f
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,t,t,38761.61,f
7747,15718531,Ukaegbunam,554,France,Female,35,8,0,2,t,t,176779.46,f
7748,15628308,Akubundu,850,France,Female,24,6,0,2,t,t,13159.9,f
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,t,f,48217.97,t
7750,15781619,Stevenson,785,France,Female,38,1,0,1,t,f,134964.85,t
7751,15805162,Sutherland,550,France,Male,25,0,0,2,t,t,184221.11,f
7752,15588535,Ts'ao,750,Spain,Female,39,6,0,2,f,f,19264.33,f
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,t,t,92797.23,f
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,t,f,33114.24,f
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,t,f,154347.95,t
7756,15680843,Sherrod,675,France,Male,34,8,0,2,t,t,184842.21,f
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,t,t,155743.48,f
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,f,t,88815.25,f
7759,15684358,Kang,711,France,Male,41,3,0,2,t,t,193747.57,f
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,f,t,116548.02,t
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,t,f,166324.79,t
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,t,t,40199.01,f
7763,15808780,Tien,850,France,Female,34,2,0,2,f,f,51919.04,f
7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,t,t,73329.08,f
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,t,f,145387.05,t
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,f,f,140763.18,f
7767,15647259,Barnett,643,Spain,Male,35,2,0,2,f,f,67979.35,f
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,t,f,133051.64,t
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,t,f,86791.9,f
7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,f,t,47579.25,f
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,t,t,151623.71,f
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,t,t,164039.51,f
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,t,f,16528.4,t
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,f,t,66753.1,t
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,f,t,19244.58,f
7776,15731246,Hobler,628,Spain,Male,40,10,0,2,t,f,103832.58,f
7777,15685243,Jamieson,736,France,Female,63,10,0,2,f,t,502.7,f
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,f,t,1408.68,f
7779,15697034,Norris,583,Spain,Female,22,2,0,2,f,t,5985.36,f
7780,15699225,Pirozzi,757,France,Male,46,0,0,2,t,f,37460.05,f
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,f,t,30396.43,f
7782,15759184,Russell,705,France,Male,34,7,117715.84,1,t,f,2498.67,f
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,t,t,55346.14,f
7784,15681332,Tate,437,France,Female,43,6,0,1,t,f,148330.97,t
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,t,t,59237.72,f
7786,15750547,Bair,738,France,Male,26,9,0,2,t,t,48644.94,f
7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,t,t,140759.03,f
7788,15675963,Padovano,627,France,Female,57,9,0,2,t,t,107712.42,f
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,t,t,181718.73,f
7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,f,f,37054.65,f
7791,15607176,Kang,674,France,Male,22,3,0,1,t,t,173940.59,f
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,t,f,99298.8,f
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0,2,t,f,62933.03,f
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,t,t,55287.84,f
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,f,t,48197.06,f
